ДИ́ТКА;Некошный, нечистый.;Человек;19;
ДУБОТО́ЛКЪ;Дурак.;Человек;6;
ДУ́РКА;Сумасшедшая, дура.;Человек;18;
ЕЛДЫГА;Бранчливый.;Человек;11;
ЕРО́ПКА;Надутый, чванливый.;Человек;19;
ЕРОХВО́СТЪ;Задира, спорщик.;Человек;16;
Е́РПЫЛЬ;Малорослый, торопыга.;Человек;21;
ЁНДА;Непотребная баба.;Человек;17;
ЁРА;Озорная, бойкая на язык.;Человек;24;
ЖИ́ЗДОРЪ;Задира.;Человек;7;
ЗАГУЗАСТКА́;Круглая, толстая девка или баба.;Человек;32;
ЗАОВИ́ННИКЪ;Деревенский волокита.;Человек;21;
ЗАТЕТЁХА;Дородная бабища.;Человек;16;
ЗАХУ́ХРЯ;Нечёса, неряха, растрепа.;Человек;25;
КАЩЕ́Й;Жадный.;Человек;7;
КИСЕЛЯ́Й;Вялый.;Человек;6;
КОЛОБРО́ДЪ;Шатун, бездельник.;Человек;18;
КОЛОМЕ́СЪ;Вздор говорящий.;Человек;16;
КОЛОТО́ВКА;Драчливая и сварливая баба.;Человек;27;
КОЛУПА́Й;Мешковатый, медлительный.;Человек;25;
КОРОЛО́БЫЙ;Крепкоголовый, тупой, глупый.;Человек;29;
КОСТЕ́РЯ;Брюзга, ворчун.;Человек;15;
КРО́ПОТЪ;Ворчун.;Человек;7;
КУЁЛДА;Сварливый (-ая), вздорный (-ая).;Человек;32;
КУРОЩУ́ПЪ;Бабник, волокита.;Человек;17;
ЛЕЖА́КА;Лентяйка.;Человек;9;
ЛОБОДЫРНЫЙ;Недоумок.;Человек;9;
ЛО́ХА;Дура.;Человек;5;
ЛО́ШИЙ;Дурной, плохой.;Человек;15;
ЛУ́ДЪ;Дурак (от «лудить»вводить в заблуждение, обманывать).;Человек;53;
ЛЮБОМУ́ДРЪ;Любящий мудрствовать, затейный.;Человек;31;
ЛЯ́БЗЯ;Болтун, пустомеля.;Человек;18;
МАМО́ШКА;Публичная женщина.;Человек;18;
МАРАКУ́ША;Противный человек.;Человек;18;
МЕЖЕУ́МОКЪ;Человек гораздо средний.;Человек;24;
МИХРЮ́ТКА;Неуклюжий, неловкий.;Человек;20;
МОРДОФИ́ЛЯ;Чванливый дурак.;Человек;16;
МОРКО́ТНИКЪ;Человек без понятия.;Человек;20;
МОСКОЛУ́ДЪ;Шутник, проказник, дурачек. (от «маска луд»).;Человек;45;
МУХОБЛУ́ДЪ;Лентяй, лежебока.;Человек;17;
НАСУ́ПА;Угрюмый, хмурый.;Человек;16;
НАСУ́ПОНЯ;Надутый, сердитый.;Человек;18;
НЕВЕ́ГЛАСЪ;Темный, невежа.;Человек;15;
НЕГОРА́ЗДОКЪ;Недалекий.;Человек;10;
НЕПОВОРО́ТЕНЬ;Неуклюжий.;Человек;10;
НЕ́СМЫСЕЛЪ;Глупец.;Человек;7;
НЕ́ФЫРЬ;Неугодный, непотребный.;Человек;23;
ОБДУВА́ЛО;Обманщик, плут.;Человек;15;
О́БЛОМЪ;Грубый, невежа.;Человек;15;
О́БЛУДЪ;Обманщик.;Человек;9;
ОГУРЯ́ЛА;Безобразник («огурство чинить всякое»безобразничать).;Человек;53;
ОКАЁМЪ;Отморозок.;Человек;10;
О́КОЛОТЕНЬ;Неслух, дурень.;Человек;15;
О́СТОЛБЕНЬ;Дурак.;Человек;6;
ОХА́ЛЬНИКЪ;Безобразник.;Человек;12;
ПЕНЬТЮ́ХЪ;Пузатый, жопистый.;Человек;18;
ПЕХТЮ́КЪ;Неповоротливый, обжора.;Человек;23;
ПЕЧЕГНЁТЪ;Лентяй.;Человек;7;
ПЛЕХА́;Женщина легкого поведения.;Человек;26;
ПОПРЕШНИЦА́;Спорщица.;Человек;9;
ПОТАТУ́Й;Потаковщик, потатчик, подхалим.;Человек;31;
ПОХА́БНИКЪ;Ругатель, сквернослов.;Человек;22;
ПРЕСНОПЛЮ́Й;Пустобай, болтун.;Человек;17;
ПСО́ВАТЫЙ;На пса похожий.;Человек;15;
ПУСТОБРЁХЪ;Болтун.;Человек;7;
ПУСТО́ШНЫЙ;Пустой, глупый, зряшный.;Человек;24;
ПЫНЯ;Гордая, надутая, недоступная (как правило о женщине) (кал.).;Человек;60;
ПЯТИГУ́ЗЪ;Ненадежный, попятный.;Человек;21;
РАЗВИСЛЯ́Й;Неряха, рохля, разиня.;Человек;22;
РАЗЛЯ́МЗЯ;Неповоротливый, вялый.;Человек;22;
РАЗНОГОЛО́ВЫЙ;Неразумный, недогадливый.;Человек;25;
РАЗТЕТЁХА;Плотная, жирная девка, баба.;Человек;28;
РАСТО́ПЧА;Разиня, олух.;Человек;13;
РАСЩЕКО́ЛДА;Болтливая баба.;Человек;15;
РАХУ́БНИКЪ;Безобразник (рахубничатьбезобразничать).;Человек;40;
РЮ́МА;Плакса (от «рюмить»плакать).;Человек;28;
СВЕРБИГУ́ЗКА;Девка непоседа.;Человек;15;
СДЁРГОУ́МКА;Полудурок.;Человек;10;
СИВОЛА́ПЪ;Неуклюжий, грубый мужик.;Человек;24;
СКАПЫЖНЫЙ;Сварливый, вздорный.;Человек;20;
СКА́РЕДЪ;Скупой, жадный.;Человек;15;
СКВЕРНАВЕ́ЦЪ;Скверно поступающий.;Человек;20;
СНЯГОЛО́ВЬ;Головорез, сорвиголова.;Человек;23;
СТЕ́РВА;Падаль, стервятина.;Человек;19;
СТРА́МЕЦЪ;Срамец, безстыдник.;Человек;19;
СТРАХОЛЮ́ДЪ;Урод.;Человек;5;
СУЕМУ́ДРЪ;Ложно премудрый.;Человек;16;
ТАРТЫГА;Пьяница, буян («тартыжничатьбезобразить).;Человек;41;
ТЕЛЕУ́ХЪ;Олух, глупый.;Человек;13;
ТЕТЁШКА;Гулящая баба.;Человек;13;
ТИТЁШНИЦА;Баба с большими титьками.;Человек;25;
ТРУПЁРДА;Неповоротливая баба.;Человек;20;
ТРЯ́ССЯ;Сварливая, вздорная баба.;Человек;25;
ТУ́ЕСЪ;Бестолочь.;Человек;10;
ТЬМОНЕИ́СТОВЫЙ;Невежа.;Человек;7;
ТЮРЮХА́ЙЛО;Неряха.;Человек;7;
УГЛА́НЪ;Повеса.;Человек;7;
УРЮ́ПА;Плакса, замарашка, неряха.;Человек;26;
ФЕТЮ́КЪ;Оскорбление в адрес мужчины.;Человек;28;
ФО́ФАНЪ;Простофиля, дурак.;Человек;18;
ФУФЛЫГА;Прыщь, дутик, невзрачный маленький мужичек («фуфлыжничать»шататься, жить за чужой счет).;Человек;88;
ХАБА́ЛЪ;Нахал, смутьян, грубиян.;Человек;24;
ХАНДРЫГА;Праздный шатун.;Человек;15;
ХМЫСТЕНЬ;Вор.;Человек;4;
ХО́ХРИКЪ;Горбатый.;Человек;9;
ХОБЯ́КА;Неуклюжий неловкий.;Человек;19;
ЧУЖЕЯ́ДЪ;Паразит, нахлебник.;Человек;19;
ША́ВРИКЪ;Кусок дерьма.;Человек;13;
ШАЛА́ВА;Дурак, глупый.;Человек;14;
ШАЛОПУ́ТЪ;Беспутный, ветрогон.;Человек;20;
ШИНО́РА;Проныра.;Человек;8;
ШЛЫНДА;Бродяга, тунеядец.;Человек;18;
ЩАУ́ЛЪ;Зубоскал.;Человек;9;
ЦИГЕ́ЙКА;Мех, выделанный из шкуры полутонкорунных овец цигайской породы.;Общая категория;63;
МИЗАНСЦЕ́НА;Размещение декораций, предметов на площадке соответственно разным моментам композиции спектакля и исполняемого произведения.;Исскуство;124;
ПЕРТУРБА́ЦИЯ;Внезапное нарушение нормального хода чего-либо, замешательство, беспорядок.;Общая категория;75;
ВАЯ́ТЬ;Создавать скульптурные изображения из камня, дерева, металла, кости и т.п. путем высекания, лепки, резания и т.п.;Исскуство;113;
КУЛЬБИ́Т;Переворот вперед или назад перекатом через голову.;Общая категория;50;
НОНКОНФОРМИ́ЗМ;Стремление индивида придерживаться и отстаивать установки прямо противоречащие, господствующим в данном обществе или группе.;Общая категория;124;
ФААФА́ФИНА;В полинезийской культуре лицо мужского пола, живущее с детства как женщина.;Человек;75;
ЭКСПА́Т;Иностранный специалист, рабочий без гражданства.;Человек;48;
КОЗЛОДЁР;Плохой певчий, с противным, высоким, сиплым и дрожащим голосом.;Исскуство;63;
АССЕРТИ́ВНОСТЬ;Способность человека не зависеть от внешних оценок, самостоятельно регулировать собственное поведение и отвечать за него.;Человек;121;
АНГЕДОНИ́Я;Снижение или утрата способности получать удовольствие.;Медицина;54;
АМБИДЕ́КСТР;Человек, с одинаковой степенью владения левой и правой руками.;Человек;62;
НОМОФО́БИЯ;Боязнь остаться без мобильного телефона, без связи.;Медицина;51;
КЛИНОМА́НИЯ;Навязчивое стремление к лежанию в постели при отсутствии объективных показаний к постельному режиму.;Медицина;100;
КИ́ДАЛТ;Взрослый человек, сохраняющий свои детские и юношеские увлечения.;Человек;65;
ЧО́ПОРНЫЙ;Чрезмерно строгий и принуждённый в поведении, в соблюдении приличий.;Общая категория;68;
ЭЙДЖИ́ЗМ;Дискриминация людей по возрастному признаку.;Человек;44;
ПОЗЁМОК;Перенос снега ветром над самой поверхностью снежного покрова при отсутствии снегопада.;Общая категория;86;
МАРЬЯ́Ж;Это брак, свадьба. В карточной игре король с дамой одной масти в одних руках.;Общая категория;77;
АВГУ́РЫ;Люди, сознательно обманывающие или вводящие в заблуждение других.;Человек;65;
САВОЯ́Р;Так называли уличного музыканта в в западных странах.;Человек;53;
ИНТЕРВЕ́НТ;Участник интервенции, тот, кто вторгается на чужую (суверенную) территорию.;Человек;75;
ПОЛИГЛО́Т;Человек, владеющий несколькими языками, способный говорить (читать, писать) на нескольких языках.;Человек;97;
РЬЯ́НЫЙ;Энергично и с увлечением занимающийся чем-либо.;Человек;47;
ТУРНИКЕ́Т;Устройство в виде вертящейся крестовины, устанавливаемое у входа для пропуска посетителей, идущих по одному.;Общая категория;108;
КИО́Т;Ящик со стеклом или небольшой шкаф для икон, божница.;Религия;53;
ОБРЕМЕНИ́ТЕЛЬНЫЙ;Доставляющий много хлопот, затруднений, сложностей.;Общая категория;51;
ДИ́СКАНТ;Высокий детский голос или напоминающий детский.;Общая категория;47;
ПРИСПОСОБЛЕ́НЕЦ;Человек, меняющий свои взгляды, привычки в зависимости от обстоятельств, к которым он приспосабливается.;Человек;104;
КЕНКЕ́Т;Старинная лампа с горелкой ниже резервуара, наполненного маслом.;Общая категория;64;
ПОПО́НА;Покрывало, накидываемое на круп лошади для её защиты от переохлаждения или насекомых.;Общая категория;85;
РЕДУ́Т;Сомкнутое квадратное или многоугольное полевое укрепление с наружным рвом и бруствером.;Общая категория;87;
КВАДРИ́ЦЕПС;Четырёхглавая мышца.;Медицина;20;
ЖИГО́;Мясо задней ноги (обычно бараньей), приготовленное одним крупным куском.;Общая категория;72;
ПЛЕТЮГА́Н;Удар плетью.;Общая категория;12;
БИ́РДЕКЕЛЬ;Подставка под пивную кружку или пивной бокал, предназначенная для предотвращения попадания пива и влаги на поверхность стола.;Общая категория;125;
АСКЕ́Т;Человек, избравший путь воздержания и строгий образ жизни, предполагающий ограничения в получении удовольствий.;Человек;111;
ОГОЛТЕ́ЛОСТЬ;Крайняя несдержанность, разнузданность в поведении, высказываниях и т. п.;Общая категория;73;
ИННЕРВА́ЦИЯ;Связь органов и тканей с центральной нервной системой посредством нервов.;Медицина;73;
ИЗОГИ́ПСА;Линия на карте, графике, соединяющая точки с одинаковой высотой.;Общая категория;64;
КУПЮ́РА;Единичный экземпляр любого денежного знака или ценной бумаги.;Общая категория;61;
ФИЛАНТРО́П;Покровитель нуждающихся, приверженец благотворительности.;Человек;57;
МО́РИЯ;Патологически повышенное настроение в сочетании с беспечностью, дурашливостью, склонностью к грубым шуткам, каламбурам.;Общая категория;119;
ФИЛО́Н;Лентяй, лодырь.;Человек;15;
РЕМИНИСЦЕ́НЦИЯ;Смутное воспоминание, основанное на неясной ассоциации.;Общая категория;55;
ЛИТÓТА;Художественное преуменьшение величины, силы значения изображаемого предмета или явления.;Общая категория;88;
ХЕАТУСКОПИ́Я;Парапсихологический и клинический термин, обозначающий возникновение у индивида иллюзии, что он видит самого себя.;Медицина;114;
ФАНФИ́К;Сочинение по мотивам популярных оригинальных  произведений: литературных, киноискусства, комиксов, компьютерных игр.;Исскуство;116;
ЭУСТРЕ́СС;Понятие имеет два значения: «стресс, вызванный положительными эмоциями» и «несильный стресс, мобилизующий организм».;Общая категория;116;
ФИДЕИ́ЗМ;Философское учение, утверждающее главенство веры над разумом и основывающееся на простом убеждении в истинах откровения.;Философия;120;
СКОПОФО́БИЯ;Боязнь пристального разглядывания другими.;Медицина;42;
КАТЕХИ́ЗИС;Наставление.;Общая категория;12;
ТАНАТОФО́БИЯ;Навязчивый страх смерти.;Медицина;24;
ДИСМОРФОМА́НИЯ;Патологическая убеждённость в необходимости хирургической коррекции какой-либо части тела или органа.;Медицина;101;
СОЦИОПА́ТИЯ;Расстройство личности, характеризующееся игнорированием социальных норм, импульсивностью, агрессивностью.;Медицина;105;
БАЗИФО́БИЯ;Боязнь ходить пешком.;Медицина;21;
БИРЮ́К;Угрюмый, нелюдимый человек.;Человек;27;
ГЕДОНОФО́БИЯ;Боязнь удовольствий.;Медицина;20;
ТЕЛЕФОНОФО́БИЯ;Боязнь телефона, ожидания телефонного звонка.;Медицина;45;
АБСТИНЕНЦИЯ;Добровольный волевой отказ от чего-либо, подавление в себе каких-либо влечений в течение определённого промежутка времени.;Чувства;122;
ДЕПЕРСОНАЛИЗА́ЦИЯ;Расстройство самовосприятия.;Медицина;28;
ГАМОФО́БИЯ;Боязнь женитьбы.;Медицина;16;
БИБЛИОФО́БИЯ;Боязнь книг.;Медицина;12;
МАКРОФО́БИЯ;Страх долго ждать.;Медицина;18;
АКРИ́БИЯ;Тщательность, безупречность, точность.;Общая категория;38;
ДЕРЕАЛИЗА́ЦИЯ;Нарушение восприятия, при котором окружающий мир воспринимается как нереальный.;Медицина;79;
ВОЛАТИ́ЛЬНОСТЬ;Статистический финансовый показатель, характеризующий изменчивость цены.;Бизнес;72;
НУВОРИ́Ш;Быстро разбогатевший человек из низкого сословия.;Человек;49;
РЕТРОСПЕКТИ́ВА;Взгляд в прошлое, обозрение того, что было в прошлом.;Общая категория;53;
ПАРАМИМИ́Я;Несоответствие мимики переживаемым эмоциям или ситуации.;Общая категория;56;
САКРА́ЛЬНОСТЬ;Священность, связь чего-либо с мистическими или религиозными силами.;Религия;68;
ЛЮБО́ВЬ;Начало и конец нашего существования. без любви нет жизни. поэтому-то любовь есть то, перед чем преклоняется мудрый человек.;Чувства;123;
КОПРОЛАЛИ́Я;Болезненное, иногда непреодолимое импульсивное влечение к циничной и нецензурной брани безо всякого повода.;Общая категория;107;
ГЕЛИОФО́БИЯ;Боязнь солнца, солнечного света.;Медицина;32;
ДИДА́КТИКА;Часть педагогики, изучающая проблемы обучения и образова́ния. основные вопросы дидактики: «чему учить?», «как учить?».;Образование;118;
ША́РМ;Обаяние, очарование.;Чувства;20;
А́КМЕ;Означает наивысшую или наилучшую степень чего-либо.;Общая категория;51;
СЕРЕНДИ́ПНОСТЬ;Способность, делая глубокие выводы из случайных наблюдений, находить то, чего не искал намеренно.;Образование;97;
ИНДИФФЕРЕ́НТНОСТЬ;Равнодушие, безучастность.;Чувства;26;
АУ́НЖ;Термин в популярной музыке для обозначения лёгкой, фоновой музыки, которая первоначально часто звучала в холлах гостиниц.;Исскуство;121;
ГИПЕРТИМЕ́ЗИЯ;Способность личности помнить и воспроизводить предельно высокое количество информации о ее собственной жизни.;Общая категория;109;
ОНЕЙРО́Н;"""Осознанное сновидение"" отдельный мир во сне, созданный воображением человека и внушённый ему его сознанием.";Общая категория;108;
ОДИО́ЗНОСТЬ;Способность вызывать резкую неприязнь, ненависть.;Общая категория;49;
ЖЕМА́ННЫЙ;Лишенный непринужденности, естественности, простоты.;Общая категория;52;
АСПИРА́ЦИЯ;Процесс активного (совместно со вдохом) попадания инородного тела или массы в дыхательные пути с последующим удушением.;Медицина;119;
МЕТАМОРФО́ЗА;Превращение, преобразование чего-либо.;Общая категория;38;
И́СКРЕННОСТЬ;Один из аспектов честности, правдивости, отсутствие противоречий между реальными чувствами и намерениями.;Общая категория;105;
НАКРА́П;Крапина, небольшое пятно от чего либо.;Общая категория;38;
РИ́СКА;Зарубка, метка, черта, отметка.;Общая категория;31;
АНОРА́К;Ветронепроницаемая плотная куртка с капюшоном.;Общая категория;46;
МЕЦЕНА́Т;Богатый покровитель наук или искусств.;Человек;38;
АУТИ́ЗМ;Термин для обозначения формы мышления, характеризующей потерей контакта с реальной действительностью.;Человек;101;
ОДИО́ЗНОСТЬ;Способность вызывать резкую неприязнь, ненависть.;Общая категория;49;
ЭПАТА́Ж;Скандальная выходка, претензия на сенсационность.;Общая категория;49;
ПРО́ФИТ;Барыш, выгода, прибыль.;Бизнес;23;
ТЕКСТРОВЕ́РТ;Тот, кому легче рассказать о своих чувствах в смс-ке, чем в живую.;Современный сленг;66;
БОБЫЛЬ;Одинокий бессемейный человек.;Человек;29;
СОГБЕ́ННЫЙ;Сгорбленный, сутулый.;Общая категория;21;
КОНГУРЕ́НТНОСТЬ;Состояние человека, когда все внутренние проявления согласованы с внешними проявлениями.;Человек;88;
ПЛУТОФО́БИЯ;Боязнь богатства (разбогатеть).;Медицина;31;
ФРИ́К;Человек, отличающийся ярким, необычным, экстравагантным внешним видом и вызывающим поведением.;Современный сленг;94;
ЭСПЕРА́НТО;Самый распространённый искусственный язык.;Образование;42;
САМОБИЧЕВА́НИЕ;Причинение себе физических страданий.;Общая категория;37;
X-FА́CTOR;Некое выигрышное качество, присущее человеку, но при этом загадочное, в силу того, что его трудно точно сформулировать.;Общая категория;119;
ЛА́ЙБА;Простая финская палубная или беспалубная лодка, с одной или двумя мачтами.;Общая категория;74;
ТРО́МБ;Особый род вихря, смерч.;Общая категория;24;
ШВУ́НГ;Одно из вспомогательных (подсобных) упражнений в тяжёлой атлетике.;Общая категория;66;
КРА́КЕН;Мифическое морское чудовище гигантских размеров.;Общая категория;48;
ЭГО́;Та часть человеческой личности, которая осознаётся как «я» и находится в контакте с окружающим миром посредством восприятия.;Философия;124;
ВЫНУТЬ;Единственное слово русского языка, которое не имеет корня.;Общая категория;58;
ПЛЮГА́ВЫЙ;Невзрачный, худой, жалкий на вид.;Общая категория;33;
ПАЛИНФРАЗИ́Я;Патологически частое повторение определенных слов или фраз в речи.;Общая категория;66;
ДИ́СКУРС;В общем смысле речь, процесс языковой деятельности.;Общая категория;51;
АББАДО́Н;Демон-разрушитель.;Религия;18;
АБДУСЦИ́УС;Демон, вырывающий с корнямиДеревья.;Религия;35;
АБИГО́Р;Демон-всадник, искусный воин.;Религия;29;
АДРАМАЛЕ́Х;Демон-советник, отвечающий за гардероб сатаны.;Религия;46;
АГАЛИАРЕ́ПТ;Демон, умеющий разгадывать любые загадки.;Религия;41;
АГВАРЕ́С;Демон, герцог ада, организатор танцев.;Религия;38;
АЗАЗЕ́ЛЬ;Демон, знаменосец войск ада.;Религия;28;
АЛАСТО́Р;Демон-глашатай.;Религия;15;
АМДУСЦИА́С;Демон-музыкант, герцог ада.;Религия;27;
АНДРА́С;Демон, маркиз.;Религия;14;
АСМОДЕ́Й;Демон похоти и семейных неурядиц.;Религия;33;
АСТАРО́Т;Великий герцог, хранитель сокровищ ада.;Религия;39;
АХЕРО́Н;Адское чудовище с пылающими глазами.;Религия;36;
БАРБАТО́С;Демон, герцог, умеющий находить спрятанные сокровища и предсказывать будущее.;Религия;77;
БЕГЕМО́Т;Огромный Демон, заправлявший пирами в аду.;Религия;42;
БЕЛЬФЕГО́Р;Демон, соблазняющий людей богатством.;Религия;37;
БЕ́С;Рассыльный зла.;Религия;15;
ВАА́Л;Демон вероломства и обмана, великий герцог ада.;Религия;47;
ВААЛБЕРИ́Т;Главный секретарь ада.;Религия;22;
ВАЛАФА́Р;Демон, покровитель грабителей и разбойников.;Религия;44;
ВЕЛИА́Р;Могущественный союзник сатаны,Демон лжи.;Религия;40;
ВЕЛЬЗЕВУ́Л;Командующий легионами ада, повелитель мух.;Религия;42;
ВЕРДЕЛЕ́Т;Церемониймейстер ада.;Религия;21;
ВА́Н;Мог разрушить самые толстые стены и вызывать в море шторм.;Религия;58;
ГЛАСИАЛАБО́ЛАС;Крылатая собака. ;Религия;17;
ГОМО́РИ;УмелДобиваться любви женщин, особенно молодых.;Религия;46;
ДАГО́Н;Демон, пекарь ада.;Религия;18;
ДАНТАЛИА́Н;Демон, подбивающий людей на злые поступки.;Религия;42;
ДЮББУ́К; в мифологии странствующийДух.;Религия;30;
ЗАЛПА́С;Разрушитель, строитель городов, заселяет их воинами, жаждущими битв. имеет обличье аиста и хриплый голос.;Религия;105;
ЗЕПА́Р;Демон,Доводивший женщинДо безуми́я.;Религия;35;
ИНКУ́БУС;Демон-любовник мужского пола.;Религия;29;
КСАФА́Н;Демон, разводящий костры в аду.;Религия;31;
ЛАМИ́Я;Демон-женщина, вампир, охотившаяся, в основном, заДетьми.;Религия;57;
ЛЕВИАФА́Н;Огромная змея, властелин океанов.;Религия;33;
ЛЕОНА́РД;Демон, хозяин шабашей.;Религия;22;
ЛЕРА́ЙЕ;Могущественный маркиз, стрелок в зеленой тунике, вооруженный луком и острыми стрелами.;Религия;86;
ЛЮФИЦЕ́Р;Ангел, восставший против бога и низвергнутый с неба, сатана.;Религия;60;
МАММО́Н;Демон богатства.;Религия;16;
МАРБА́С;Демон, который мог наслать и излечить болезнь.;Религия;46;
МЕЛЬХО́М;Демон, хранитель сокровищ принцев ада.;Религия;38;
МЕФИСТО́ФЕЛЬ;Демон, служивший фаусту 24 года.;Религия;32;
МО́ЛОХ;Демон-божество, кому приносили в жертвуДетей.;Религия;45;
МУЛЦИБЕ́Р;Демон, архитектор ада.;Религия;22;
НА́ВКИ;Души умертвленных или некрещеныхДетей (у славян).;Религия;49;
НЕБИРО́С;Демон, фельдмаршал армии ада.;Религия;29;
НИБРА́С;Демон, ответственный за развлечения.;Религия;36;
НИСРО́К;Демон, один из администраторов ада.;Религия;35;
ОЙЕДЛЕ́Т;Демон-соблазнитель обета бедности.;Религия;34;
ОЛИВЬЕ́Р;Падший архангел, пробуждающий в людях жестокость к бедным.;Религия;58;
ПА́РКИ;Демон судьбы, если кто видел парки, то тот человек самДемон.;Религия;60;
ПАЙМО́Н;Правит в аду публичными церемо́ниями, ломая у людей волю. ездит на верблюде. изображают мужчиной с женским лицом.;Религия;113;
СА́БНАК;Демон, ответственный за гниение трупов.;Религия;39;
САЛАМА́НДРЫ;Властелины огня,Духи, живущие в пламени.;Религия;40;
САРГАТАНА́С;Демон, генерал-майор армии ада.;Религия;31;
САТАНА́;Верховный повелитель ада и демонов.;Религия;35;
СЕЕ́РА;Демон времени, мог замедлять или ускорять его ход.;Религия;50;
СИ́ТРИ;Князь, который имел голову леопарда и крылья грифона.;Религия;53;
СУККУ́БУС;Дьяволица-любовница.;Религия;20;
УФИ́Р;Демон, врач ада.;Религия;16;
УТБУ́РД;Призрак мертвого ребенка (норвеж.).;Религия;35;
ФИЛОТА́НУС;Демон 2-го разряда и помощник велиара. подстрекатель к разврату.;Религия;64;
ФЛЕВРЕ́ТИ;Генерал-лейтенант вельзевула, управляющий африкой.;Религия;50;
ФУРФУ́Р;Демон, управляющий громом, молнией и ураганными ветрами.;Религия;56;
ХАБАРИ́Л;Демон огня и пожара. у него три головыкошачья, человеческая и змеиная, он ездит на гадюке, размахивая факелами.;Религия;111;
ША́КС;Демон, ослепляющий и оглушающий свои жертвы.;Религия;44;
АТАРА́КСИЯ;Душевное спокойствие, невозмутимость, безмятежность, по мнению некоторых древнегреческих философов, достигаемая мудрецом.;Философия;121;
АМИКОШО́НСТВО;Бесцеремонное, излишне фамильярное обращение под видом дружеского.;Общая категория;66;
ИДИОЛАТРИ́Я;Самообожание, самопоклонение, обоготворение самого себя.;Общая категория;56;
АУТЕНТИ́ЧНОСТЬ;Относится к правильности начал, свойств, взглядов, чувств, намерений, искренности, преданности.;Общая категория;95;
НАРКОЛЕПСИ́Я;Остояние, когда человек немедленно засыпает, как только транспорт приходит в движение.;Медицина;86;
ПЛЕБЕ́Й;Человек не аристократического происхождения, выходец из низших сословий, также человек с низким культурным уровнем.;Человек;115;
ЖИ́ГОЛО;Изначальнонаёмный партнёр для парных танцев, сегодня чаще мужчина, предоставляющий услуги мужской проституции.;Человек;110;
ГЕ́ЙША;Женщина, развлекающая своих клиентов японским танцем, пением, ведением чайной церемонии, беседой на любую тему.;Человек;111;
ПИКА́П;Знакомство с целью соблазнения.;Современный сленг;31;
ИНТЕРТЕКСТУА́ЛЬНОСТЬ;Общее свойство текстов или отдельных их частей, которое позволяет им ссылаться друг на друга.;Общая категория;93;
ФИ́ГЛЯР;Плут, ловкий обманщик, притворный, двуличный человек.;Человек;53;
ИНВЕКТИ́ВЫ;Нецензурная, площадная брань, матерщина. часто употребляется в сочетании инвективная лексика.;Общая категория;93;
ЭЙФОРИ́Я;Внезапное, все заполняющее чувство счастья, восторга.;Чувства;53;
МЕЛАНХО́ЛИЯ;Депрессивное состояние,чувство поражения без активных действий,задумчивая мечтательность.;Чувства;89;
ЛЮСТРА́ЦИЯ;Очищения посредством жертвоприношений;Общая категория;37;
ДИССИДЕ́НТ;Не согласный с господствующей идеологией устоявшейся общепринятыми взглядами.;Человек;77;
ТРО́ЛЛЬ;Лицо, совершающее провокационные действия.;Человек;42;
ПАТТЕ́РН;Набор стереотипных поведенческих реакций или последовательностей действий.;Общая категория;74;
НЁРДЛ;Очень маленький кусочек зубной пасты, который не хочет отделиться от тюбика.;Общая категория;76;
МИСОФО́НИЯ;Неконтролируемая ярость в отношении человека, который громко ест или даже дышит во время трапезы с вами.;Чувства;104;
ГЛАБЕ́ЛЬ;Пространство между бровями.;Медицина;27;
МАНКИ́РОВАНИЕ;Пренебрежительное отношение к своим обязанностям.;Общая категория;49;
АУТИ́ЗМ;Психическое состояние, для которого характерна крайне замкнутая внутренняя жизнь и нездоровый уход от внешнего мира.;Медицина;116;
КОПОФО́БИЯ;Навязчивый страх, боязнь переутомиться.;Медицина;39;
ПСИХОПА́ТИЯ;Врожденные особенности склада личности, в основе которых лежат дисгармония, неуравновешенность.;Медицина;95;
ЛАТЕ́НТНОСТЬ;Свойство объектов или процессов находиться в скрытом состоянии, не проявляя себя явным образом.;Общая категория;95;
НЕОФИЛИ́Я;Навязчивое влечение к новому, непривычному.;Чувства;43;
КОНГРУЭНТНЫЙ;Такой, у которого мысли, слова и поступки не противоречат друг другу.;Человек;69;
ЛИ́ЧНОСТЬ;Устойчивая система социальных черт, характеризующая индивида как члена общества.;Человек;80;
ЛУДОМА́Н;Человек, страдающий болезненной страстью к игре, патологической зависимостью от игры.;Человек;85;
АПОФЕ́НИЯ;Бредовое представление или бредовое восприятие, одна из стадий бреда при острой шизофрении.;Медицина;91;
НИРВА́НА;Разновидность психического состояния человека, характеризующаяся высшей степенью освобождения от мирской суеты.;Философия;111;
ПАРАФИЛИ́Я;Вид сексуального расстройства, при котором человек полностью погружается в сексуальной сфере в мир своих фантазий и иллюзий.;Медицина;124;
ГУМАНИ́ЗМ;Мировоззрение, в центре которого находится идея человека как высшей ценности.;Философия;77;
ГЕДОНИ́ЗМ;Учение о том, что главной целью человека является удовольствие.;Философия;63;
БУЛЕМИ́Я;Это неукротимый аппетит.;Медицина;24;
ПАРТЕНОФО́БИЯ;Это боязнь девственниц.;Медицина;23;
ЯПО́НИЯ;Последняя страна в мире, формально сохранившая титул империи.;Общая категория;61;
ХИОНОФО́БИЯ;Боязнь снега.;Медицина;13;
ТРА́ФИКИНГ;Преступление, связанное с куплей-продажей людей, их эксплуатацией.;Общая категория;66;
